0, 11574;1, 205; RSS_KB=15621092
0, 11499;1, 205; RSS_KB=15615784
0, 11441;1, 205; RSS_KB=15610164
0, 11447;1, 205; RSS_KB=15605204
0, 5547;1, 205; RSS_KB=15681644
0, 5681;1, 205; RSS_KB=15682256
0, 9148;1, 205; RSS_KB=16348512
0, 9646;1, 205; RSS_KB=15825604
0, 10861;1, 205; RSS_KB=16022272
0, 10832;1, 205; RSS_KB=16023428
0, 10816;1, 205; RSS_KB=16023432
0, 10754;1, 205; RSS_KB=16023440
0, 10686;1, 205; RSS_KB=16130364
0, 10182;1, 205; RSS_KB=16130368
0, 10668;1, 205; RSS_KB=16130372
0, 10170;1, 205; RSS_KB=16292316
0, 10674;1, 205; RSS_KB=16212996
0, 10674;1, 205; RSS_KB=16213000
0, 10691;1, 205; RSS_KB=16213004
0, 10297;1, 205; RSS_KB=16159548
0, 10717;1, 205; RSS_KB=16295632
0, 10861;1, 205; RSS_KB=16295636
0, 10868;1, 205; RSS_KB=16295640
0, 10232;1, 205; RSS_KB=16511884
0, 10791;1, 205; RSS_KB=16378264
0, 10930;1, 205; RSS_KB=16378268
0, 10959;1, 205; RSS_KB=16378268
0, 10496;1, 205; RSS_KB=16589384
0, 10988;1, 205; RSS_KB=16460888
0, 10968;1, 205; RSS_KB=16460888
0, 10973;1, 205; RSS_KB=16460892
0, 10494;1, 205; RSS_KB=16622832
0, 11029;1, 205; RSS_KB=16543512
0, 11163;1, 205; RSS_KB=16543512
0, 10950;1, 205; RSS_KB=16543512
0, 10595;1, 205; RSS_KB=16638512
0, 11189;1, 205; RSS_KB=16622824
0, 10934;1, 205; RSS_KB=16625976
0, 10901;1, 205; RSS_KB=16625976
0, 10940;1, 205; RSS_KB=16622824
0, 10964;1, 205; RSS_KB=16708756
0, 10957;1, 205; RSS_KB=16218260
0, 10461;1, 205; RSS_KB=16213412
0, 10707;1, 205; RSS_KB=16213412
0, 10697;1, 205; RSS_KB=16296036
0, 10215;1, 205; RSS_KB=16292724
0, 10722;1, 205; RSS_KB=16296036
0, 10744;1, 205; RSS_KB=16296036
0, 10255;1, 205; RSS_KB=15482064
0, 10359;1, 205; RSS_KB=12542096
0, 4900;1, 205; RSS_KB=1274820
